run_id,iteration,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef
0,0,20000,0.9680078029632568,0.4,0.14812645924084833,0.96,1.3664296420146593e-06,0.5363326990859549,64,True,0.3726792814608368,0.6239938339027282
1,0,20000,0.9692734479904175,0.5,0.5,0.9124753948675297,0.00032543822691360455,0.27362644119631396,128,True,0.5,0.9926705369984653
2,0,20000,0.32010936737060547,0.5,0.2494871822019873,0.8,0.020536092189280576,0.46992513830179566,128,True,0.07890963841090187,0.9848583202066026
3,0,20000,0.9466328024864197,0.4,0.04185027131671952,0.9044899782206928,1.937851647896616e-05,0.2961284053792248,64,False,0.4265048372418494,0.32688756880409164
4,0,20000,0.38936716318130493,0.18803580602032788,0.28428318575988804,0.8328166843697201,0.08889254334933253,0.4969837217532017,128,False,0.018501264884511696,0.3887958227688375
5,0,20000,0.9592187404632568,0.27586664481787737,0.07657108221445329,0.96,5.22126191998619e-05,0.6215573918450082,64,True,0.39204262626793257,0.7456121355364302
6,0,20000,0.943539023399353,0.09625040920849984,0.1913007638793702,0.8,0.00249071980830766,0.2764216346867717,32,True,0.11443694635915155,0.4861209512272874
7,0,20000,0.9642812013626099,0.06359991402888916,0.09058515226216865,0.8,0.08639683790553541,0.4710899349785912,64,True,0.33161861009773563,0.6961802633658571
8,0,20000,0.37459373474121094,0.13486844841939463,0.10951187989923328,0.8,0.03589007430237881,0.17375659780694608,32,False,0.4,0.19536886541965892
9,0,20000,0.9680078029632568,0.3466020652138567,0.14689086459677425,0.8887466499235215,7.941761470137989e-05,0.24458295484979287,64,True,0.2824409575515843,0.10209701021880684
10,0,20000,0.5253515243530273,0.0652429214620311,0.39131720863830255,0.8121842256276203,0.014959240611742362,0.26671665526014054,32,False,0.1334166690935956,0.37818997491171014
11,0,20000,0.4501093626022339,0.002163675429525688,0.5,0.8,1.69407767547445e-05,1.0,32,False,0.10052656946924288,0.7910810345653034
