run_id,iteration,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef
0,0,10000,-1067.45458984375,0.3424333884635072,0.12685999373487672,0.8,1.2563946492436822e-06,1.0,64,True,0.0808689851271811,1.0
1,0,10000,-1297.62548828125,0.36864,0.1417793848909632,0.9999,0.0013422218986967873,0.8,128,False,0.48,0.6316404412232819
2,0,10000,-1629.36328125,0.3727533658306922,0.1007198383488499,0.9999,0.01721236319792648,0.06287697871463341,32,True,0.23852083554099557,0.085572999666091
3,0,10000,-1177.260986328125,0.07752209243314252,0.33034317799199314,0.9999,0.024831718236708496,0.3437638615469874,64,True,0.1963756210146308,0.22657438671418623
4,0,10000,-1308.912109375,0.31192883789100145,0.07837159334307948,0.8114072717475774,0.004998348327752298,0.8897616152975175,32,True,0.2173976433892998,1.0
5,0,10000,-1363.4552001953125,0.17918798942929626,0.3951464498631636,0.8,0.0011445502002236576,0.8364426888020471,64,True,0.3608250362481535,0.39052625976214966
6,0,10000,-1194.4322509765625,0.002395505928085939,0.24666770562997944,0.8,0.0012447508049458127,1.0,128,False,0.17191484267711007,0.5306781288299717
7,0,10000,-1204.2490234375,0.16742013582577792,0.07032930334997767,0.8,5.768270916320841e-05,0.42735399090027065,128,True,0.30165196854929643,0.035593166932676945
8,0,10000,-1194.8480224609375,0.19549994499076512,0.1327184521064505,0.9999,0.00022859971123795076,0.9517033980817053,32,True,0.060504587802260396,0.09602770473107078
9,0,10000,-1106.4625244140625,0.38825720915983725,0.012099619848072136,0.9999,0.004254622065743384,0.6144000000000002,64,True,0.13044751326525236,0.6548538296297344
10,0,10000,-1354.4637451171875,0.4123160413134613,0.009169330212139748,0.96,0.04759807180225685,0.007151671817411121,32,False,0.35115698767280273,0.5375104703554408
11,0,10000,-1217.297607421875,0.06499806090462074,0.19768492384638986,0.9551486413467186,4.1044788236715025e-06,0.11322986017460168,32,True,0.04321930615298286,0.5275575776723612
12,0,10000,-1636.538818359375,0.0842845278953136,0.19644925260974433,0.8,0.004673294290964608,0.47782101131117777,32,False,0.20480000000000007,0.20517608443317592
13,0,10000,-1603.039306640625,0.5,0.12677721693830504,0.8,3.229324559797009e-06,0.6600607797080964,32,False,0.07671806400168953,0.3340194517525123
14,0,10000,-1191.4151611328125,0.09548336034171304,0.12426703251700098,0.96,4.79301890169713e-06,0.17815101080884868,32,True,0.10623530199934364,0.3778530962614599
15,0,10000,-1167.6259765625,0.11444940443548068,0.03865525874732109,0.8265117702244946,8.257127541663226e-06,0.16934968515155435,128,True,0.242952784512614,0.9860832137969932
16,1,10000,-1289.9007568359375,0.3424333884635072,0.12685999373487672,0.8,1.2563946492436822e-06,1.0,64,True,0.0808689851271811,1.0
