run_id,iteration,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef
0,0,5000,462.34375,0.05958355705556282,0.03451142711439832,0.8,0.0059315783333857685,0.2772447091210494,32,True,0.4352471735742489,0.4896477586285661
1,0,5000,350.65625,0.42876005277584506,0.29073368439737873,0.8,0.00041375372186309783,0.016262588595601923,32,False,0.29329182066560827,0.6019525402427921
2,0,5000,211.5234375,0.3016806077710027,0.2567787722706982,0.9817466298931283,1.5483697494798219e-06,0.25290537351827036,64,True,0.0987028544225374,0.8877471581833594
3,0,5000,132.5703125,0.08694636488166527,0.3790830866995514,0.8761832672008862,0.02423750665973514,0.2088349461141093,128,False,0.1695422149691368,0.042915221843939075
4,0,5000,154.3984375,0.31622010620812235,0.07615480004291027,0.9278287332275217,0.0002450318145117615,0.5971014235766986,32,False,0.23126655536689983,0.5202686959848752
5,0,5000,70.609375,0.2359296000000001,0.36864,0.9999,0.00010661068186796503,0.3634912425271255,64,False,0.08057462952190644,0.48872044543439086
6,0,5000,119.59375,0.1116761159161256,0.1337047972117226,0.9999,1.2023180089677275e-06,0.5916695005737623,64,True,0.1326903650332146,0.8650031686447758
7,0,5000,500.0,0.04231395050576355,0.04149370804063454,0.8,1.0377561217634297e-06,0.5740778306752767,64,True,0.4472024727483422,0.96
8,0,5000,101.5546875,0.2408310857000555,0.384,0.9999,0.004284550560168496,0.7621321033049888,64,False,0.35863120397075626,0.11011170798871708
9,0,5000,210.453125,0.4662774396617159,0.3778401662983812,0.9999,0.0034392911635752893,0.3579755387058843,64,True,0.3006773676386809,0.31559562015793613
10,0,5000,494.4921875,0.3752143232279642,0.3029312231111248,0.8705498001428328,0.0007475603166247882,0.7060890535266227,64,False,0.22727469308750772,0.4881264209130738
11,0,5000,64.59375,0.26645507832825743,0.09551272340553724,0.96,0.018030259173378395,0.13481225259059876,32,False,0.10547145440416368,0.6263558671152523
12,0,5000,495.453125,0.31403685157268924,0.11645981136194969,0.8,1.2391819205047717e-05,0.4397055976606938,32,True,0.10135751865075751,0.16180077885001865
13,0,5000,354.0546875,0.1598419015730325,0.2892969351674727,0.8,0.0005415403343357192,0.17978310126739488,32,False,0.22803037240033097,0.20141954656531308
14,0,5000,472.265625,0.2202523257739663,0.28789148612646986,0.8,6.75816237360211e-05,0.1060217126338992,128,True,0.34845068019800757,0.5138884380437925
15,0,5000,358.046875,0.06627068230623544,0.20672517947560498,0.9999,0.002414460574212698,0.08858220996943988,64,True,0.033211066047353154,0.19214159003703926
16,1,5000,265.2734375,0.05958355705556282,0.03451142711439832,0.8,0.0059315783333857685,0.2772447091210494,32,True,0.4352471735742489,0.4896477586285661
17,1,5000,464.8984375,0.42876005277584506,0.29073368439737873,0.8,0.00041375372186309783,0.016262588595601923,32,False,0.29329182066560827,0.6019525402427921
18,1,5000,500.0,0.3016806077710027,0.2567787722706982,0.9817466298931283,1.5483697494798219e-06,0.25290537351827036,64,True,0.0987028544225374,0.8877471581833594
19,1,5000,140.4140625,0.08694636488166527,0.3790830866995514,0.8761832672008862,0.02423750665973514,0.2088349461141093,128,False,0.1695422149691368,0.042915221843939075
20,1,5000,129.546875,0.31622010620812235,0.07615480004291027,0.9278287332275217,0.0002450318145117615,0.5971014235766986,32,False,0.23126655536689983,0.5202686959848752
21,1,5000,407.7265625,0.2359296000000001,0.36864,0.9999,0.00010661068186796503,0.3634912425271255,64,False,0.08057462952190644,0.48872044543439086
22,1,5000,135.40625,0.1116761159161256,0.1337047972117226,0.9999,1.2023180089677275e-06,0.5916695005737623,64,True,0.1326903650332146,0.8650031686447758
23,1,5000,500.0,0.04231395050576355,0.04149370804063454,0.8,1.0377561217634297e-06,0.5740778306752767,64,True,0.4472024727483422,0.96
24,1,5000,494.9453125,0.2408310857000555,0.384,0.9999,0.004284550560168496,0.7621321033049888,64,False,0.35863120397075626,0.11011170798871708
25,1,5000,481.078125,0.4662774396617159,0.3778401662983812,0.9999,0.0034392911635752893,0.3579755387058843,64,True,0.3006773676386809,0.31559562015793613
26,1,5000,405.3828125,0.3752143232279642,0.3029312231111248,0.8705498001428328,0.0007475603166247882,0.7060890535266227,64,False,0.22727469308750772,0.4881264209130738
27,1,5000,398.453125,0.26645507832825743,0.09551272340553724,0.96,0.018030259173378395,0.13481225259059876,32,False,0.10547145440416368,0.6263558671152523
28,1,5000,384.703125,0.31403685157268924,0.11645981136194969,0.8,1.2391819205047717e-05,0.4397055976606938,32,True,0.10135751865075751,0.16180077885001865
29,1,5000,146.8984375,0.1598419015730325,0.2892969351674727,0.8,0.0005415403343357192,0.17978310126739488,32,False,0.22803037240033097,0.20141954656531308
30,1,5000,360.9140625,0.2202523257739663,0.28789148612646986,0.8,6.75816237360211e-05,0.1060217126338992,128,True,0.34845068019800757,0.5138884380437925
31,1,5000,493.796875,0.06627068230623544,0.20672517947560498,0.9999,0.002414460574212698,0.08858220996943988,64,True,0.033211066047353154,0.19214159003703926
32,2,5000,218.53125,0.05958355705556282,0.03451142711439832,0.8,0.0059315783333857685,0.2772447091210494,32,True,0.4352471735742489,0.4896477586285661
33,2,5000,453.7890625,0.42876005277584506,0.29073368439737873,0.8,0.00041375372186309783,0.016262588595601923,32,False,0.29329182066560827,0.6019525402427921
34,2,5000,436.5390625,0.3016806077710027,0.2567787722706982,0.9817466298931283,1.5483697494798219e-06,0.25290537351827036,64,True,0.0987028544225374,0.8877471581833594
35,2,5000,353.953125,0.08694636488166527,0.3790830866995514,0.8761832672008862,0.02423750665973514,0.2088349461141093,128,False,0.1695422149691368,0.042915221843939075
36,2,5000,206.203125,0.31622010620812235,0.07615480004291027,0.9278287332275217,0.0002450318145117615,0.5971014235766986,32,False,0.23126655536689983,0.5202686959848752
37,2,5000,242.3515625,0.2359296000000001,0.36864,0.9999,0.00010661068186796503,0.3634912425271255,64,False,0.08057462952190644,0.48872044543439086
38,2,5000,354.3828125,0.1116761159161256,0.1337047972117226,0.9999,1.2023180089677275e-06,0.5916695005737623,64,True,0.1326903650332146,0.8650031686447758
39,2,5000,500.0,0.04231395050576355,0.04149370804063454,0.8,1.0377561217634297e-06,0.5740778306752767,64,True,0.4472024727483422,0.96
40,2,5000,200.609375,0.2408310857000555,0.384,0.9999,0.004284550560168496,0.7621321033049888,64,False,0.35863120397075626,0.11011170798871708
41,2,5000,393.6796875,0.4662774396617159,0.3778401662983812,0.9999,0.0034392911635752893,0.3579755387058843,64,True,0.3006773676386809,0.31559562015793613
42,2,5000,343.890625,0.3752143232279642,0.3029312231111248,0.8705498001428328,0.0007475603166247882,0.7060890535266227,64,False,0.22727469308750772,0.4881264209130738
43,2,5000,403.8515625,0.26645507832825743,0.09551272340553724,0.96,0.018030259173378395,0.13481225259059876,32,False,0.10547145440416368,0.6263558671152523
44,2,5000,377.5625,0.31403685157268924,0.11645981136194969,0.8,1.2391819205047717e-05,0.4397055976606938,32,True,0.10135751865075751,0.16180077885001865
45,2,5000,154.7890625,0.1598419015730325,0.2892969351674727,0.8,0.0005415403343357192,0.17978310126739488,32,False,0.22803037240033097,0.20141954656531308
46,2,5000,289.25,0.2202523257739663,0.28789148612646986,0.8,6.75816237360211e-05,0.1060217126338992,128,True,0.34845068019800757,0.5138884380437925
47,2,5000,317.28125,0.06627068230623544,0.20672517947560498,0.9999,0.002414460574212698,0.08858220996943988,64,True,0.033211066047353154,0.19214159003703926
48,3,5000,202.40625,0.05958355705556282,0.03451142711439832,0.8,0.0059315783333857685,0.2772447091210494,32,True,0.4352471735742489,0.4896477586285661
49,3,5000,478.4140625,0.42876005277584506,0.29073368439737873,0.8,0.00041375372186309783,0.016262588595601923,32,False,0.29329182066560827,0.6019525402427921
50,3,5000,500.0,0.3016806077710027,0.2567787722706982,0.9817466298931283,1.5483697494798219e-06,0.25290537351827036,64,True,0.0987028544225374,0.8877471581833594
51,3,5000,332.7421875,0.08694636488166527,0.3790830866995514,0.8761832672008862,0.02423750665973514,0.2088349461141093,128,False,0.1695422149691368,0.042915221843939075
52,3,5000,255.296875,0.31622010620812235,0.07615480004291027,0.9278287332275217,0.0002450318145117615,0.5971014235766986,32,False,0.23126655536689983,0.5202686959848752
53,3,5000,221.4765625,0.2359296000000001,0.36864,0.9999,0.00010661068186796503,0.3634912425271255,64,False,0.08057462952190644,0.48872044543439086
54,3,5000,173.0859375,0.1116761159161256,0.1337047972117226,0.9999,1.2023180089677275e-06,0.5916695005737623,64,True,0.1326903650332146,0.8650031686447758
55,3,5000,500.0,0.04231395050576355,0.04149370804063454,0.8,1.0377561217634297e-06,0.5740778306752767,64,True,0.4472024727483422,0.96
56,3,5000,500.0,0.2408310857000555,0.384,0.9999,0.004284550560168496,0.7621321033049888,64,False,0.35863120397075626,0.11011170798871708
57,3,5000,499.421875,0.4662774396617159,0.3778401662983812,0.9999,0.0034392911635752893,0.3579755387058843,64,True,0.3006773676386809,0.31559562015793613
58,3,5000,320.46875,0.3752143232279642,0.3029312231111248,0.8705498001428328,0.0007475603166247882,0.7060890535266227,64,False,0.22727469308750772,0.4881264209130738
59,3,5000,429.3359375,0.26645507832825743,0.09551272340553724,0.96,0.018030259173378395,0.13481225259059876,32,False,0.10547145440416368,0.6263558671152523
60,3,5000,377.9296875,0.31403685157268924,0.11645981136194969,0.8,1.2391819205047717e-05,0.4397055976606938,32,True,0.10135751865075751,0.16180077885001865
61,3,5000,429.6875,0.1598419015730325,0.2892969351674727,0.8,0.0005415403343357192,0.17978310126739488,32,False,0.22803037240033097,0.20141954656531308
62,3,5000,191.484375,0.2202523257739663,0.28789148612646986,0.8,6.75816237360211e-05,0.1060217126338992,128,True,0.34845068019800757,0.5138884380437925
63,3,5000,323.1640625,0.06627068230623544,0.20672517947560498,0.9999,0.002414460574212698,0.08858220996943988,64,True,0.033211066047353154,0.19214159003703926
64,4,5000,486.6484375,0.05958355705556282,0.03451142711439832,0.8,0.0059315783333857685,0.2772447091210494,32,True,0.4352471735742489,0.4896477586285661
65,4,5000,282.203125,0.42876005277584506,0.29073368439737873,0.8,0.00041375372186309783,0.016262588595601923,32,False,0.29329182066560827,0.6019525402427921
66,4,5000,150.1484375,0.3016806077710027,0.2567787722706982,0.9817466298931283,1.5483697494798219e-06,0.25290537351827036,64,True,0.0987028544225374,0.8877471581833594
67,4,5000,297.796875,0.08694636488166527,0.3790830866995514,0.8761832672008862,0.02423750665973514,0.2088349461141093,128,False,0.1695422149691368,0.042915221843939075
68,4,5000,433.2734375,0.31622010620812235,0.07615480004291027,0.9278287332275217,0.0002450318145117615,0.5971014235766986,32,False,0.23126655536689983,0.5202686959848752
69,4,5000,407.8828125,0.2359296000000001,0.36864,0.9999,0.00010661068186796503,0.3634912425271255,64,False,0.08057462952190644,0.48872044543439086
70,4,5000,153.71875,0.1116761159161256,0.1337047972117226,0.9999,1.2023180089677275e-06,0.5916695005737623,64,True,0.1326903650332146,0.8650031686447758
71,4,5000,171.0234375,0.04231395050576355,0.04149370804063454,0.8,1.0377561217634297e-06,0.5740778306752767,64,True,0.4472024727483422,0.96
72,4,5000,500.0,0.2408310857000555,0.384,0.9999,0.004284550560168496,0.7621321033049888,64,False,0.35863120397075626,0.11011170798871708
73,4,5000,500.0,0.4662774396617159,0.3778401662983812,0.9999,0.0034392911635752893,0.3579755387058843,64,True,0.3006773676386809,0.31559562015793613
74,4,5000,310.3515625,0.3752143232279642,0.3029312231111248,0.8705498001428328,0.0007475603166247882,0.7060890535266227,64,False,0.22727469308750772,0.4881264209130738
75,4,5000,447.90625,0.26645507832825743,0.09551272340553724,0.96,0.018030259173378395,0.13481225259059876,32,False,0.10547145440416368,0.6263558671152523
76,4,5000,370.875,0.31403685157268924,0.11645981136194969,0.8,1.2391819205047717e-05,0.4397055976606938,32,True,0.10135751865075751,0.16180077885001865
77,4,5000,467.234375,0.1598419015730325,0.2892969351674727,0.8,0.0005415403343357192,0.17978310126739488,32,False,0.22803037240033097,0.20141954656531308
